Training: 2023-05-04 13:56:23,311-rank_id: 0
Training: 2023-05-04 21:03:24,533-Speed 3896.69 samples/sec  Loss 1.5725  LearningRate 0.0321  ProxyLR: 1.6056  Epoch: 14  Global Step: 85190   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:27,160-Speed 3899.05 samples/sec  Loss 1.6129  LearningRate 0.0321  ProxyLR: 1.6051  Epoch: 14  Global Step: 85200   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:29,790-Speed 3895.22 samples/sec  Loss 1.5237  LearningRate 0.0321  ProxyLR: 1.6045  Epoch: 14  Global Step: 85210   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:32,418-Speed 3898.20 samples/sec  Loss 1.5687  LearningRate 0.0321  ProxyLR: 1.6039  Epoch: 14  Global Step: 85220   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:35,045-Speed 3897.61 samples/sec  Loss 1.6821  LearningRate 0.0321  ProxyLR: 1.6034  Epoch: 14  Global Step: 85230   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:37,673-Speed 3897.70 samples/sec  Loss 1.6460  LearningRate 0.0321  ProxyLR: 1.6028  Epoch: 14  Global Step: 85240   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:40,300-Speed 3898.71 samples/sec  Loss 1.5252  LearningRate 0.0320  ProxyLR: 1.6023  Epoch: 14  Global Step: 85250   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:03:42,927-Speed 3899.66 samples/sec  Loss 1.6238  LearningRate 0.0320  ProxyLR: 1.6017  Epoch: 14  Global Step: 85260   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:45,555-Speed 3897.65 samples/sec  Loss 1.6151  LearningRate 0.0320  ProxyLR: 1.6011  Epoch: 14  Global Step: 85270   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:48,240-Speed 3813.94 samples/sec  Loss 1.5815  LearningRate 0.0320  ProxyLR: 1.6006  Epoch: 14  Global Step: 85280   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:50,865-Speed 3901.56 samples/sec  Loss 1.6120  LearningRate 0.0320  ProxyLR: 1.6000  Epoch: 14  Global Step: 85290   Fp16 Grad Scale: 524288  Required: 5 hours
Training: 2023-05-04 21:03:59,705-Speed 1158.59 samples/sec  Loss 14.0609  LearningRate 0.0320  ProxyLR: 1.5994  Epoch: 15  Global Step: 85300   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:02,340-Speed 3886.62 samples/sec  Loss 13.9814  LearningRate 0.0320  ProxyLR: 1.5989  Epoch: 15  Global Step: 85310   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:04,977-Speed 3884.58 samples/sec  Loss 14.1778  LearningRate 0.0320  ProxyLR: 1.5983  Epoch: 15  Global Step: 85320   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:07,639-Speed 3848.07 samples/sec  Loss 14.1553  LearningRate 0.0320  ProxyLR: 1.5977  Epoch: 15  Global Step: 85330   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:10,277-Speed 3882.59 samples/sec  Loss 14.1633  LearningRate 0.0319  ProxyLR: 1.5972  Epoch: 15  Global Step: 85340   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:12,914-Speed 3883.78 samples/sec  Loss 14.3454  LearningRate 0.0319  ProxyLR: 1.5966  Epoch: 15  Global Step: 85350   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:15,552-Speed 3882.49 samples/sec  Loss 14.2711  LearningRate 0.0319  ProxyLR: 1.5961  Epoch: 15  Global Step: 85360   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:18,186-Speed 3888.22 samples/sec  Loss 14.0856  LearningRate 0.0319  ProxyLR: 1.5955  Epoch: 15  Global Step: 85370   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:20,821-Speed 3887.06 samples/sec  Loss 14.1496  LearningRate 0.0319  ProxyLR: 1.5949  Epoch: 15  Global Step: 85380   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:23,456-Speed 3887.20 samples/sec  Loss 14.1151  LearningRate 0.0319  ProxyLR: 1.5944  Epoch: 15  Global Step: 85390   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:26,075-Speed 3911.77 samples/sec  Loss 13.8606  LearningRate 0.0319  ProxyLR: 1.5938  Epoch: 15  Global Step: 85400   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:28,759-Speed 3814.98 samples/sec  Loss 14.0962  LearningRate 0.0319  ProxyLR: 1.5933  Epoch: 15  Global Step: 85410   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:31,389-Speed 3894.64 samples/sec  Loss 13.9314  LearningRate 0.0319  ProxyLR: 1.5927  Epoch: 15  Global Step: 85420   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:34,043-Speed 3860.40 samples/sec  Loss 13.8490  LearningRate 0.0318  ProxyLR: 1.5921  Epoch: 15  Global Step: 85430   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:36,679-Speed 3885.35 samples/sec  Loss 13.8150  LearningRate 0.0318  ProxyLR: 1.5916  Epoch: 15  Global Step: 85440   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:39,315-Speed 3885.27 samples/sec  Loss 13.6879  LearningRate 0.0318  ProxyLR: 1.5910  Epoch: 15  Global Step: 85450   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:42,000-Speed 3814.48 samples/sec  Loss 13.7429  LearningRate 0.0318  ProxyLR: 1.5904  Epoch: 15  Global Step: 85460   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:44,633-Speed 3889.68 samples/sec  Loss 13.6215  LearningRate 0.0318  ProxyLR: 1.5899  Epoch: 15  Global Step: 85470   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:47,267-Speed 3888.20 samples/sec  Loss 13.6496  LearningRate 0.0318  ProxyLR: 1.5893  Epoch: 15  Global Step: 85480   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:49,905-Speed 3883.09 samples/sec  Loss 13.6508  LearningRate 0.0318  ProxyLR: 1.5888  Epoch: 15  Global Step: 85490   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:04:52,538-Speed 3890.63 samples/sec  Loss 13.5183  LearningRate 0.0318  ProxyLR: 1.5882  Epoch: 15  Global Step: 85500   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:04:55,173-Speed 3886.14 samples/sec  Loss 13.4301  LearningRate 0.0318  ProxyLR: 1.5876  Epoch: 15  Global Step: 85510   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:04:57,791-Speed 3912.94 samples/sec  Loss 13.4344  LearningRate 0.0317  ProxyLR: 1.5871  Epoch: 15  Global Step: 85520   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:00,423-Speed 3891.46 samples/sec  Loss 13.5111  LearningRate 0.0317  ProxyLR: 1.5865  Epoch: 15  Global Step: 85530   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:03,054-Speed 3893.92 samples/sec  Loss 13.1516  LearningRate 0.0317  ProxyLR: 1.5860  Epoch: 15  Global Step: 85540   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:05,686-Speed 3891.32 samples/sec  Loss 13.2997  LearningRate 0.0317  ProxyLR: 1.5854  Epoch: 15  Global Step: 85550   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:08,316-Speed 3894.56 samples/sec  Loss 13.1240  LearningRate 0.0317  ProxyLR: 1.5848  Epoch: 15  Global Step: 85560   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:10,947-Speed 3892.69 samples/sec  Loss 13.0785  LearningRate 0.0317  ProxyLR: 1.5843  Epoch: 15  Global Step: 85570   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:13,578-Speed 3893.02 samples/sec  Loss 13.2111  LearningRate 0.0317  ProxyLR: 1.5837  Epoch: 15  Global Step: 85580   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:16,261-Speed 3817.37 samples/sec  Loss 13.0876  LearningRate 0.0317  ProxyLR: 1.5832  Epoch: 15  Global Step: 85590   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:18,892-Speed 3893.37 samples/sec  Loss 12.9909  LearningRate 0.0317  ProxyLR: 1.5826  Epoch: 15  Global Step: 85600   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:21,523-Speed 3892.62 samples/sec  Loss 13.0153  LearningRate 0.0316  ProxyLR: 1.5820  Epoch: 15  Global Step: 85610   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:24,154-Speed 3892.88 samples/sec  Loss 13.0783  LearningRate 0.0316  ProxyLR: 1.5815  Epoch: 15  Global Step: 85620   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:26,784-Speed 3894.54 samples/sec  Loss 12.9354  LearningRate 0.0316  ProxyLR: 1.5809  Epoch: 15  Global Step: 85630   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:29,415-Speed 3892.48 samples/sec  Loss 12.8647  LearningRate 0.0316  ProxyLR: 1.5804  Epoch: 15  Global Step: 85640   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:32,046-Speed 3892.74 samples/sec  Loss 12.8512  LearningRate 0.0316  ProxyLR: 1.5798  Epoch: 15  Global Step: 85650   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:34,677-Speed 3894.44 samples/sec  Loss 12.8092  LearningRate 0.0316  ProxyLR: 1.5792  Epoch: 15  Global Step: 85660   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:37,307-Speed 3894.46 samples/sec  Loss 12.9798  LearningRate 0.0316  ProxyLR: 1.5787  Epoch: 15  Global Step: 85670   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:39,936-Speed 3895.08 samples/sec  Loss 12.6059  LearningRate 0.0316  ProxyLR: 1.5781  Epoch: 15  Global Step: 85680   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:42,567-Speed 3893.58 samples/sec  Loss 12.6305  LearningRate 0.0316  ProxyLR: 1.5776  Epoch: 15  Global Step: 85690   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:05:45,189-Speed 3906.18 samples/sec  Loss 12.5159  LearningRate 0.0315  ProxyLR: 1.5770  Epoch: 15  Global Step: 85700   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:47,823-Speed 3887.94 samples/sec  Loss 12.6573  LearningRate 0.0315  ProxyLR: 1.5765  Epoch: 15  Global Step: 85710   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:50,454-Speed 3893.16 samples/sec  Loss 12.6145  LearningRate 0.0315  ProxyLR: 1.5759  Epoch: 15  Global Step: 85720   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:53,084-Speed 3894.14 samples/sec  Loss 12.5625  LearningRate 0.0315  ProxyLR: 1.5753  Epoch: 15  Global Step: 85730   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:55,718-Speed 3888.28 samples/sec  Loss 12.5149  LearningRate 0.0315  ProxyLR: 1.5748  Epoch: 15  Global Step: 85740   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:05:58,355-Speed 3885.39 samples/sec  Loss 12.3671  LearningRate 0.0315  ProxyLR: 1.5742  Epoch: 15  Global Step: 85750   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:00,993-Speed 3882.48 samples/sec  Loss 12.3082  LearningRate 0.0315  ProxyLR: 1.5737  Epoch: 15  Global Step: 85760   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:03,631-Speed 3882.68 samples/sec  Loss 12.3394  LearningRate 0.0315  ProxyLR: 1.5731  Epoch: 15  Global Step: 85770   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:06,267-Speed 3885.02 samples/sec  Loss 12.3735  LearningRate 0.0315  ProxyLR: 1.5725  Epoch: 15  Global Step: 85780   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:08,907-Speed 3880.26 samples/sec  Loss 12.2845  LearningRate 0.0314  ProxyLR: 1.5720  Epoch: 15  Global Step: 85790   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:11,529-Speed 3905.41 samples/sec  Loss 12.0994  LearningRate 0.0314  ProxyLR: 1.5714  Epoch: 15  Global Step: 85800   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:14,164-Speed 3888.38 samples/sec  Loss 12.2923  LearningRate 0.0314  ProxyLR: 1.5709  Epoch: 15  Global Step: 85810   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:16,799-Speed 3886.89 samples/sec  Loss 12.1417  LearningRate 0.0314  ProxyLR: 1.5703  Epoch: 15  Global Step: 85820   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:19,435-Speed 3885.49 samples/sec  Loss 12.1641  LearningRate 0.0314  ProxyLR: 1.5698  Epoch: 15  Global Step: 85830   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:22,071-Speed 3885.45 samples/sec  Loss 12.0732  LearningRate 0.0314  ProxyLR: 1.5692  Epoch: 15  Global Step: 85840   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:24,706-Speed 3886.60 samples/sec  Loss 11.9893  LearningRate 0.0314  ProxyLR: 1.5686  Epoch: 15  Global Step: 85850   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:27,341-Speed 3887.83 samples/sec  Loss 11.9840  LearningRate 0.0314  ProxyLR: 1.5681  Epoch: 15  Global Step: 85860   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:29,973-Speed 3890.59 samples/sec  Loss 11.9194  LearningRate 0.0314  ProxyLR: 1.5675  Epoch: 15  Global Step: 85870   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:32,609-Speed 3885.79 samples/sec  Loss 11.9426  LearningRate 0.0313  ProxyLR: 1.5670  Epoch: 15  Global Step: 85880   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:35,246-Speed 3885.13 samples/sec  Loss 11.7469  LearningRate 0.0313  ProxyLR: 1.5664  Epoch: 15  Global Step: 85890   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:37,881-Speed 3886.29 samples/sec  Loss 11.8682  LearningRate 0.0313  ProxyLR: 1.5659  Epoch: 15  Global Step: 85900   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:40,520-Speed 3881.39 samples/sec  Loss 11.7960  LearningRate 0.0313  ProxyLR: 1.5653  Epoch: 15  Global Step: 85910   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:43,157-Speed 3883.98 samples/sec  Loss 11.9118  LearningRate 0.0313  ProxyLR: 1.5647  Epoch: 15  Global Step: 85920   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:45,794-Speed 3884.45 samples/sec  Loss 11.8275  LearningRate 0.0313  ProxyLR: 1.5642  Epoch: 15  Global Step: 85930   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:48,431-Speed 3883.67 samples/sec  Loss 11.6979  LearningRate 0.0313  ProxyLR: 1.5636  Epoch: 15  Global Step: 85940   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:51,072-Speed 3879.15 samples/sec  Loss 11.7544  LearningRate 0.0313  ProxyLR: 1.5631  Epoch: 15  Global Step: 85950   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:53,710-Speed 3882.45 samples/sec  Loss 11.7506  LearningRate 0.0313  ProxyLR: 1.5625  Epoch: 15  Global Step: 85960   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:06:56,332-Speed 3906.73 samples/sec  Loss 11.5479  LearningRate 0.0312  ProxyLR: 1.5620  Epoch: 15  Global Step: 85970   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:06:58,968-Speed 3884.82 samples/sec  Loss 11.5392  LearningRate 0.0312  ProxyLR: 1.5614  Epoch: 15  Global Step: 85980   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:01,608-Speed 3880.30 samples/sec  Loss 11.5313  LearningRate 0.0312  ProxyLR: 1.5608  Epoch: 15  Global Step: 85990   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:04,246-Speed 3882.59 samples/sec  Loss 11.4955  LearningRate 0.0312  ProxyLR: 1.5603  Epoch: 15  Global Step: 86000   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:06,884-Speed 3882.52 samples/sec  Loss 11.3976  LearningRate 0.0312  ProxyLR: 1.5597  Epoch: 15  Global Step: 86010   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:09,521-Speed 3884.46 samples/sec  Loss 11.5623  LearningRate 0.0312  ProxyLR: 1.5592  Epoch: 15  Global Step: 86020   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:12,156-Speed 3886.25 samples/sec  Loss 11.3246  LearningRate 0.0312  ProxyLR: 1.5586  Epoch: 15  Global Step: 86030   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:14,791-Speed 3887.59 samples/sec  Loss 11.3642  LearningRate 0.0312  ProxyLR: 1.5581  Epoch: 15  Global Step: 86040   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:17,426-Speed 3886.65 samples/sec  Loss 11.2626  LearningRate 0.0312  ProxyLR: 1.5575  Epoch: 15  Global Step: 86050   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:20,060-Speed 3888.88 samples/sec  Loss 11.2924  LearningRate 0.0311  ProxyLR: 1.5570  Epoch: 15  Global Step: 86060   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:22,694-Speed 3888.94 samples/sec  Loss 11.1800  LearningRate 0.0311  ProxyLR: 1.5564  Epoch: 15  Global Step: 86070   Fp16 Grad Scale: 262144  Required: 5 hours
Training: 2023-05-04 21:07:25,311-Speed 3913.50 samples/sec  Loss 11.2661  LearningRate 0.0311  ProxyLR: 1.5558  Epoch: 15  Global Step: 86080   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:27,942-Speed 3892.63 samples/sec  Loss 11.2251  LearningRate 0.0311  ProxyLR: 1.5553  Epoch: 15  Global Step: 86090   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:30,572-Speed 3893.86 samples/sec  Loss 11.1677  LearningRate 0.0311  ProxyLR: 1.5547  Epoch: 15  Global Step: 86100   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:33,204-Speed 3892.82 samples/sec  Loss 11.0840  LearningRate 0.0311  ProxyLR: 1.5542  Epoch: 15  Global Step: 86110   Fp16 Grad Scale: 131072  Required: 5 hours
Training: 2023-05-04 21:07:35,835-Speed 3891.75 samples/sec  Loss 11.1031  LearningRate 0.0311  ProxyLR: 1.5536  Epoch: 15  Global Step: 86120   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:38,469-Speed 3889.70 samples/sec  Loss 11.1625  LearningRate 0.0311  ProxyLR: 1.5531  Epoch: 15  Global Step: 86130   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:41,100-Speed 3892.36 samples/sec  Loss 10.9723  LearningRate 0.0311  ProxyLR: 1.5525  Epoch: 15  Global Step: 86140   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:43,732-Speed 3890.81 samples/sec  Loss 11.0068  LearningRate 0.0310  ProxyLR: 1.5520  Epoch: 15  Global Step: 86150   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:46,364-Speed 3892.65 samples/sec  Loss 10.9536  LearningRate 0.0310  ProxyLR: 1.5514  Epoch: 15  Global Step: 86160   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:48,995-Speed 3891.90 samples/sec  Loss 10.9096  LearningRate 0.0310  ProxyLR: 1.5509  Epoch: 15  Global Step: 86170   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:07:51,629-Speed 3888.57 samples/sec  Loss 10.9290  LearningRate 0.0310  ProxyLR: 1.5503  Epoch: 15  Global Step: 86180   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:07:54,260-Speed 3893.24 samples/sec  Loss 10.8856  LearningRate 0.0310  ProxyLR: 1.5498  Epoch: 15  Global Step: 86190   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:07:56,893-Speed 3890.54 samples/sec  Loss 10.8422  LearningRate 0.0310  ProxyLR: 1.5492  Epoch: 15  Global Step: 86200   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:07:59,524-Speed 3892.97 samples/sec  Loss 10.9118  LearningRate 0.0310  ProxyLR: 1.5486  Epoch: 15  Global Step: 86210   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:08:02,156-Speed 3890.73 samples/sec  Loss 10.8450  LearningRate 0.0310  ProxyLR: 1.5481  Epoch: 15  Global Step: 86220   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:08:04,789-Speed 3890.23 samples/sec  Loss 10.7458  LearningRate 0.0310  ProxyLR: 1.5475  Epoch: 15  Global Step: 86230   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:08:07,418-Speed 3896.04 samples/sec  Loss 10.8549  LearningRate 0.0309  ProxyLR: 1.5470  Epoch: 15  Global Step: 86240   Fp16 Grad Scale: 262144  Required: 4 hours
Training: 2023-05-04 21:08:10,037-Speed 3910.52 samples/sec  Loss 10.7430  LearningRate 0.0309  ProxyLR: 1.5464  Epoch: 15  Global Step: 86250   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:12,673-Speed 3886.14 samples/sec  Loss 10.6866  LearningRate 0.0309  ProxyLR: 1.5459  Epoch: 15  Global Step: 86260   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:15,308-Speed 3887.83 samples/sec  Loss 10.7405  LearningRate 0.0309  ProxyLR: 1.5453  Epoch: 15  Global Step: 86270   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:17,942-Speed 3888.03 samples/sec  Loss 10.5938  LearningRate 0.0309  ProxyLR: 1.5448  Epoch: 15  Global Step: 86280   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:20,577-Speed 3886.95 samples/sec  Loss 10.5869  LearningRate 0.0309  ProxyLR: 1.5442  Epoch: 15  Global Step: 86290   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:23,212-Speed 3887.50 samples/sec  Loss 10.5756  LearningRate 0.0309  ProxyLR: 1.5437  Epoch: 15  Global Step: 86300   Fp16 Grad Scale: 131072  Required: 4 hours
Training: 2023-05-04 21:08:25,848-Speed 3884.48 samples/sec  Loss 10.5908  LearningRate 0.0309  ProxyLR: 1.5431  Epoch: 15  Global Step: 86310   Fp16 Grad Scale: 131072  Required: 4 hours
